openmp, cores, time, n, iterations, p, d, checksum
openmp, 20, 1.416, 17888, 3, 0.05, 0.85, 0.999999
openmp, 20, 1.56486, 17888, 3, 0.05, 0.85, 0.999999
openmp, 20, 1.54488, 17888, 3, 0.05, 0.85, 1
openmp, 20, 1.6465, 17888, 3, 0.05, 0.85, 0.999999
openmp, 21, 1.56689, 18330, 3, 0.05, 0.85, 0.999999
openmp, 21, 1.48447, 18330, 3, 0.05, 0.85, 1
openmp, 21, 1.53201, 18330, 3, 0.05, 0.85, 1
openmp, 21, 1.62156, 18330, 3, 0.05, 0.85, 0.999999
openmp, 21, 1.34748, 18330, 3, 0.05, 0.85, 1
openmp, 22, 1.66541, 18761, 3, 0.05, 0.85, 1
openmp, 22, 1.61754, 18761, 3, 0.05, 0.85, 1
openmp, 22, 1.43475, 18761, 3, 0.05, 0.85, 1
openmp, 22, 1.54597, 18761, 3, 0.05, 0.85, 0.999998
openmp, 22, 1.56779, 18761, 3, 0.05, 0.85, 1
openmp, 23, 1.64053, 19183, 3, 0.05, 0.85, 1
openmp, 23, 1.70707, 19183, 3, 0.05, 0.85, 0.999999
openmp, 23, 1.64446, 19183, 3, 0.05, 0.85, 0.999999
openmp, 23, 1.65381, 19183, 3, 0.05, 0.85, 0.999999
openmp, 23, 1.56798, 19183, 3, 0.05, 0.85, 1
openmp, 24, 1.77087, 19595, 3, 0.05, 0.85, 1
openmp, 24, 1.64909, 19595, 3, 0.05, 0.85, 1
openmp, 24, 1.63694, 19595, 3, 0.05, 0.85, 0.999999
openmp, 24, 1.62507, 19595, 3, 0.05, 0.85, 1
openmp, 24, 1.69974, 19595, 3, 0.05, 0.85, 0.999999
